time,carts_cpu,carts-db_cpu,catalogue_cpu,catalogue-db_cpu,front-end_cpu,orders_cpu,orders-db_cpu,payment_cpu,queue-master_cpu,rabbitmq_cpu,rabbitmq-exporter_cpu,session-db_cpu,shipping_cpu,user_cpu,user-db_cpu,carts_mem,carts-db_mem,catalogue_mem,catalogue-db_mem,front-end_mem,orders_mem,orders-db_mem,payment_mem,queue-master_mem,rabbitmq_mem,rabbitmq-exporter_mem,session-db_mem,shipping_mem,user_mem,user-db_mem,carts_workload,catalogue_workload,front-end_workload,orders_workload,payment_workload,queue-master_workload,shipping_workload,user_workload,carts_latency,catalogue_latency,front-end_latency,orders_latency,payment_latency,queue-master_latency,shipping_latency,user_latency
1693091861,0.02320243162029336,0.5092112793172364,0.8216987914788282,0.7944883497952304,0.787978284861944,0.18051847815095468,0.6217340462998443,0.959619774678696,0.23707528919900347,0.8608131473061948,0.0,0.8842086859233502,0.2421505783017797,0.7790093112594972,0.8830541267243657,0.0,0.0,0.0,0.0,0.1943573667711622,0.049833887043192894,0.0,0.7808219178082202,0.0,0,0,0.0,0.07984031936127396,0.0,0.0,0.43333333333333335,0.5416666666666666,0.6153846153846154,0.3,0.3333333333333333,0.46520146520146494,0.25,0.4675324675324675,0.0,0.0,0.0,0.0,0.3285258083750824,0.26189258312021124,0.6001584866213613,0.015694405874972606
1693091862,0.027120154821823648,0.5092112793172364,0.8216987914788282,0.7944883497952304,0.787978284861944,0.18051847815095468,0.6124927989112968,0.959619774678696,0.23707528919900347,0.8608131473061948,0.0,0.8842086859233502,0.2920384758400611,0.7790093112594972,0.8830541267243657,0.0,0.0,0.0,0.0,0.1943573667711622,0.049833887043192894,0.0,0.7808219178082202,0.0,0,0,0.0,0.07984031936127396,0.0,0.0,0.5,0.25,0.2564102564102564,0.5,0.5,0.46520146520146494,0.5,0.4935064935064935,0.0001680022507522022,0.0,0.0,0.0,0.3838854432212462,0.26189258312021124,0.6024109965422443,0.015694405874972606
1693091863,0.022743506335859448,0.41328825394118474,0.8216987914788282,0.845757180060616,0.787978284861944,0.18051847815095468,0.6124927989112968,0.9596197746786954,0.23707528919900347,0.8608131473061948,0.0,0.8842086859233502,0.2920384758400611,0.7790093112594972,0.8830541267243657,0.012971698113208276,0.008598452278589522,0.0,0.0,0.1943573667711622,0.049833887043192894,0.0,0.7808219178082202,0.0,0,0,0.0,0.07984031936127396,0.0,0.0,0.7333333333333333,0.4583333333333333,0.6153846153846154,0.6,0.6666666666666666,0.46520146520146494,0.75,0.6883116883116883,0.0001680022507522022,0.0,0.0,0.0,0.3838854432212462,0.26189258312021124,0.6024109965422443,0.016762189914268803
1693091864,0.022743506335859448,0.41328825394118474,0.8216987914788282,0.845757180060616,0.787978284861944,0.18051847815095468,0.6124927989112968,0.9596197746786954,0.23707528919900347,0.9140254097597956,0.0,0.8842086859233502,0.2920384758400611,0.7790093112594972,0.8830541267243657,0.012971698113208276,0.008598452278589522,0.0,0.0,0.1943573667711622,0.049833887043192894,0.0,0.7808219178082202,0.0,0,0,0.0,0.07984031936127396,0.0,0.0,0.4,0.4583333333333333,0.5384615384615384,0.1,0.0,0.46520146520146494,0.0,0.2077922077922078,0.0001680022507522022,0.0,0.0,0.0,0.3838854432212462,0.26189258312021124,0.6024109965422443,0.006618735643205308
1693091865,0.022743506335859448,0.41328825394118474,0.7838821740504646,0.845757180060616,0.787978284861944,0.18051847815095468,0.6124927989112968,0.9596197746786954,0.23707528919900347,0.9140254097597956,0.0,0.8842086859233502,0.2920384758400611,0.7790093112594972,0.9491722686604327,0.012971698113208276,0.008598452278589522,0.11111111111112182,0.0,0.1943573667711622,0.049833887043192894,0.0,0.7808219178082202,0.0,0,0,0.0,0.07984031936127396,0.0,0.0,0.4,0.125,0.10256410256410256,0.2,0.3333333333333333,0.46520146520146494,0.3333333333333333,0.2597402597402597,0.0001680022507522022,0.0,0.0,0.0,0.3838854432212462,0.26189258312021124,0.6024109965422443,0.006618735643205308
1693091866,0.022743506335859448,0.41328825394118474,0.7838821740504646,0.845757180060616,0.787978284861944,0.18051847815095468,0.6124927989112968,0.9757311259157319,0.2404544113923178,0.9140254097597956,0.0,0.8842086859233502,0.2920384758400611,0.7790093112594972,0.9491722686604327,0.012971698113208276,0.008598452278589522,0.11111111111112182,0.0,0.1943573667711622,0.049833887043192894,0.0,0.7808219178082202,0.194244604316541,0,0,0.0,0.07984031936127396,0.0,0.0,0.4,0.375,0.6153846153846154,0.1,0.0,0.46520146520146494,0.0,0.24675324675324675,0.00452625739321766,0.04271292910718097,0.027531864331587153,0.002806372807456974,0.40321492466189124,0.26189258312021124,0.6016575663384278,0.0
1693091867,0.022743506335859448,0.41328825394118474,0.7838821740504646,0.845757180060616,0.787978284861944,0.0658826339028947,0.70348324901562,0.9757311259157319,0.2404544113923178,0.9140254097597956,0.0,0.8842086859233502,0.2920384758400611,0.7790093112594972,0.9491722686604327,0.012971698113208276,0.008598452278589522,0.11111111111112182,0.0,0.1943573667711622,0.049833887043192894,0.07386363636363634,0.7808219178082202,0.194244604316541,0,0,0.0,0.07984031936127396,0.0,0.0,0.36666666666666664,0.20833333333333334,0.1794871794871795,0.3,0.25,0.46520146520146494,0.16666666666666666,0.42857142857142855,0.008899546082332985,0.04271292910718097,0.027531864331587153,0.002806372807456974,0.5412274221483425,0.26189258312021124,0.6039257051811583,0.0
1693091868,0.022743506335859448,0.41328825394118474,0.7838821740504646,0.7922478491586087,0.787978284861944,0.0658826339028947,0.70348324901562,0.9757311259157319,0.2404544113923178,0.9140254097597956,0.0,0.8842086859233502,0.2920384758400611,0.8482313060379192,0.9491722686604327,0.012971698113208276,0.008598452278589522,0.11111111111112182,0.0,0.1943573667711622,0.049833887043192894,0.07386363636363634,0.7808219178082202,0.194244604316541,0,0,0.0,0.07984031936127396,0.0,0.0,0.3333333333333333,0.2916666666666667,0.3333333333333333,0.1,0.0,0.46520146520146494,0.0,0.2077922077922078,0.008899546082332985,0.04271292910718097,0.027531864331587153,0.002806372807456974,0.5412274221483425,0.26189258312021124,0.6039257051811583,0.01617818887422934
1693091869,0.022743506335859427,0.41328825394118474,0.7838821740504646,0.7922478491586087,0.787978284861944,0.0658826339028947,0.70348324901562,0.9757311259157319,0.2404544113923178,0.9140254097597956,0.0,0.41697475817074864,0.2920384758400611,0.8482313060379192,0.9491722686604327,0.012971698113208276,0.008598452278589522,0.11111111111112182,0.0,0.1943573667711622,0.049833887043192894,0.07386363636363634,0.7808219178082202,0.194244604316541,0,0,0.0,0.07984031936127396,0.0,0.0,0.6666666666666666,0.4166666666666667,0.5641025641025641,0.2,0.3333333333333333,0.46520146520146494,0.3333333333333333,0.4805194805194805,0.008899546082332985,0.04271292910718097,0.027531864331587153,0.002806372807456974,0.5412274221483425,0.26189258312021124,0.6039257051811583,0.013990676648602944
1693091870,0.022743506335859427,0.41328825394118474,0.7838821740504646,0.7922478491586087,0.787978284861944,0.0658826339028947,0.70348324901562,0.9757311259157319,0.2404544113923178,0.9140254097597956,0.0,0.45690634390892065,0.2920384758400611,0.8482313060379192,0.9491722686604327,0.012971698113208276,0.008598452278589522,0.11111111111112182,0.0,0.1943573667711622,0.049833887043192894,0.07386363636363634,0.7808219178082202,0.194244604316541,0,0,0.0,0.07984031936127396,0.0,0.0,0.43333333333333335,0.25,0.3076923076923077,0.6,0.3333333333333333,0.46520146520146494,0.3333333333333333,0.5194805194805194,0.008899546082332985,0.04271292910718097,0.027531864331587153,0.002806372807456974,0.5412274221483425,0.26189258312021124,0.6039257051811583,0.013990676648602944
