carts_cpu,carts-db_cpu,catalogue_cpu,catalogue-db_cpu,front-end_cpu,orders_cpu,orders-db_cpu,payment_cpu,queue-master_cpu,rabbitmq_cpu,rabbitmq-exporter_cpu,session-db_cpu,shipping_cpu,user_cpu,user-db_cpu,carts_mem,carts-db_mem,catalogue_mem,catalogue-db_mem,front-end_mem,orders_mem,orders-db_mem,payment_mem,queue-master_mem,rabbitmq_mem,rabbitmq-exporter_mem,session-db_mem,shipping_mem,user_mem,user-db_mem,carts_workload,catalogue_workload,front-end_workload,orders_workload,payment_workload,queue-master_workload,shipping_workload,user_workload,carts_latency,catalogue_latency,front-end_latency,orders_latency,payment_latency,queue-master_latency,shipping_latency,user_latency
0.08080887493008268,0.24270517461354615,0.8305617213487851,0.807387576919772,0.8754922882335201,0.18478978150810027,0.6239112784504771,0.8920377980866179,0.1716583668043013,0.8489331001819684,0.0,0.9152273431242288,0.4804270578068116,0.8309991776490436,0.8735559968902129,0.003968253968254879,0.0,0.0,0.0,0.13061650992685495,0.08039867109634259,0.0,0.0,0.031764705882351925,0.0,0,0.0,0.0,0.0,0.0,0.6,0.4583333333333333,0.45,0.29160910990684663,0.3149191916046461,0.4859154929577469,0.25438051447744503,0.4205607476635514,0.16197425853897054,0.4911815073054959,0.4338528287242641,0.1487619716691075,0.4449536590068848,0.29217391304347845,0.755261533292138,0.3760954311585232
0.08080887493008268,0.24270517461354615,0.8305617213487851,0.807387576919772,0.8754922882335201,0.12742656909781674,0.6239112784504771,0.8920377980866179,0.1716583668043013,0.8489331001819684,0.0,0.9152273431242288,0.4804270578068116,0.8309991776490436,0.8735559968902129,0.003968253968254879,0.0,0.0,0.0,0.13061650992685495,0.08039867109634259,0.0,0.0,0.031764705882351925,0.0,0,0.0,0.0,0.0,0.0,0.17142857142857146,0.20833333333333331,0.275,0.07909184287890057,0.0035188241522125063,0.4859154929577469,0.005840685969926686,0.07476635514018691,0.13099997136410144,0.4911815073054959,0.4338528287242641,0.1487619716691075,0.6807446806410279,0.29217391304347845,0.7673215203469775,0.3760954311585232
0.061887256143025565,0.24270517461354615,0.8305617213487851,0.807387576919772,0.8754922882335201,0.13504484577067896,0.6239112784504771,0.8920377980866179,0.1716583668043013,0.7609578064937275,0.0,0.9152273431242288,0.428706139136448,0.8572146241091543,0.8735559968902129,0.0,0.0,0.0,0.0,0.13061650992685495,0.08039867109634259,0.0,0.0,0.031764705882351925,0.0,0,0.0,0.0033003300330066263,0.003968253968252773,0.0,0.6571428571428571,0.2916666666666667,0.55,0.8583218219813693,0.6885996325475664,0.4859154929577469,0.689325214365602,0.7383177570093458,0.13099997136410144,0.4911815073054959,0.4338528287242641,0.1487619716691075,0.6807446806410279,0.29217391304347845,0.7673215203469775,0.3837203938344279
0.061887256143025565,0.24270517461354615,0.8305617213487851,0.807387576919772,0.8754922882335201,0.142663122443541,0.6239112784504771,0.8920377980866179,0.16920555867076942,0.7609578064937275,0.0,0.9152273431242288,0.428706139136448,0.1612464324718953,0.8735559968902129,0.0,0.0,0.0,0.0,0.13061650992685495,0.08039867109634259,0.0,0.0,0.031764705882351925,0.0,0,0.0,0.0033003300330066263,0.003968253968252773,0.0,0.4,0.20833333333333331,0.35,0.22077002089753128,0.12807897113318595,0.4859154929577469,0.13011060022368587,0.22429906542056074,0.13099997136410144,0.4911815073054959,0.4338528287242641,0.1487619716691075,0.6807446806410279,0.29217391304347845,0.7673215203469775,0.3557267203508281
0.061887256143025565,0.24270517461354615,0.8305617213487851,0.807387576919772,0.8754922882335201,0.1502813991164031,0.6239112784504771,0.8920377980866179,0.16920555867076942,0.7609578064937275,0.0,0.5239218754494227,0.428706139136448,0.22022172127175346,0.8735559968902129,0.0,0.0,0.0,0.0,0.13061650992685495,0.08039867109634259,0.0,0.0,0.031764705882351925,0.0,0,0.0,0.0033003300330066263,0.003968253968252773,0.0,0.4571428571428571,0.5833333333333334,0.725,0.3624481989161619,0.2526391181141593,0.4859154929577469,0.25438051447744503,0.4018691588785047,0.13099997136410144,0.4911815073054959,0.4338528287242641,0.1487619716691075,0.6807446806410279,0.29217391304347845,0.7673215203469775,0.3557267203508281
0.061887256143025565,0.24270517461354615,0.8305617213487851,0.807387576919772,0.8754922882335201,0.21310678741193945,0.6239112784504771,0.8920377980866179,0.16920555867076942,0.7609578064937275,0.0,0.563821354245068,0.428706139136448,0.2791970100716116,0.8735559968902129,0.0,0.0,0.0,0.0,0.13061650992685495,0.08039867109634259,0.0,0.0,0.031764705882351925,0.0,0,0.0,0.0033003300330066263,0.003968253968252773,0.0,0.6285714285714286,0.20833333333333331,0.25,0.29160910990684663,0.2526391181141593,0.4859154929577469,0.3165154716043246,0.29906542056074764,0.03464914415804587,0.5133033649302287,0.3613021237608288,0.0329915348431019,0.7374297949328872,0.29217391304347845,0.8631405955772301,0.30997170891209785
0.061887256143025565,0.26232362379942603,0.8305617213487851,0.4322963751393223,0.8754922882335201,0.21310678741193945,0.6174691327830467,0.4868356040742413,0.16920555867076942,0.9003036997330885,0.0,0.6037208330407126,0.428706139136448,0.3381722988714703,0.8735559968902129,0.0,0.01558535701340991,0.0,0.0,0.13061650992685495,0.08039867109634259,0.0,0.0,0.031764705882351925,0.3333333333332562,0,0.0,0.0033003300330066263,0.003968253968252773,0.0,0.7142857142857143,0.25,0.3,0.22077002089753128,0.3771992650951328,0.4859154929577469,0.3786504287312042,0.35514018691588783,0.03256984336895115,0.5133033649302287,0.3613021237608288,0.0329915348431019,0.5400182335816316,0.29217391304347845,0.8523838947946767,0.30997170891209785
0.061887256143025565,0.26232362379942603,0.8305617213487851,0.3885556612568163,0.8754922882335201,0.21310678741193945,0.6174691327830467,0.888146785339009,0.16920555867076942,0.9003036997330885,0.0,0.3427516420646633,0.428706139136448,0.3971475876713278,0.8735559968902129,0.0,0.01558535701340991,0.0,0.0,0.13061650992685495,0.08039867109634259,0.0,0.0,0.031764705882351925,0.3333333333332562,0,0.0,0.0033003300330066263,0.003968253968252773,0.0,0.22857142857142854,0.25,0.25,0.14993093188821593,0.0035188241522125063,0.4859154929577469,0.005840685969926686,0.11214953271028036,0.03256984336895115,0.5133033649302287,0.3613021237608288,0.0329915348431019,0.5400182335816316,0.29217391304347845,0.8523838947946767,0.2936196173318583
0.061887256143025565,0.26232362379942603,0.8305617213487851,0.3448149473743107,0.8754922882335201,0.21310678741193945,0.6174691327830467,0.888146785339009,0.16920555867076942,0.9003036997330885,0.0,0.5802599395088736,0.428706139136448,0.8981819828853242,0.8735559968902129,0.0,0.01558535701340991,0.0,0.0,0.13061650992685495,0.08039867109634259,0.0,0.0,0.031764705882351925,0.3333333333332562,0,0.0,0.0033003300330066263,0.003968253968252773,0.0,0.456,0.4988333333333334,0.6216125,0.1496475755321787,0.12807897113318595,0.4859154929577469,0.13011060022368587,0.2612710280373832,0.032569738062466234,0.5133036947942814,0.3613021237608304,0.032988598804408034,0.5400182335816316,0.29217391304347845,0.8523838947946767,0.27917217130971705
0.061887256143025565,0.050092681082187916,0.8305617213487851,0.7970192008683479,0.8754922882335201,0.21310678741193945,0.2419819742421181,0.8898556000734132,0.16920555867076942,0.9003036997330885,0.0,0.5403604607132282,0.428706139136448,0.8981819828853242,0.8735559968902129,0.0,0.01558535701340991,0.0,0.0,0.13061650992685495,0.08039867109634259,0.0,0.0,0.031764705882351925,0.3333333333332562,0,0.0,0.0033003300330066263,0.003968253968252773,0.0,0.22857142857142854,0.16666666666666666,0.125,0.14993093188821593,0.12807897113318595,0.4859154929577469,0.13011060022368587,0.19626168224299065,0.03256984336895115,0.5133033649302287,0.3613021237608288,0.0329915348431019,0.5400182335816316,0.29217391304347845,0.8523838947946767,0.2791713210251911
0.061887256143025565,0.06776562103278126,0.8305617213487851,0.7970192008683479,0.8349812589563939,0.21310678741193945,0.19698650886872876,0.8898556000734132,0.16920555867076942,0.9003036997330885,0.0,0.9063829397667696,0.3106605534772318,0.8981819828853242,0.8875953412972633,0.0,0.01558535701340991,0.0,0.0,0.13061650992685495,0.08039867109634259,0.0,0.0,0.031764705882351925,0.3333333333332562,0,0.0,0.0033003300330066263,0.003968253968252773,0.01986994219653161,0.4857142857142857,0.5833333333333334,0.75,0.29160910990684663,0.12807897113318595,0.4859154929577469,0.13011060022368587,0.3457943925233645,0.020784548956500046,0.4247664976344351,0.30868095062145523,0.02583808030486479,0.4663892064281766,0.29217391304347845,0.9350049019999268,0.267357921531707
0.061887256143025565,0.08543856098337439,0.76901457500035,0.7970192008683479,0.8349812589563939,0.3381259171056638,0.7663598198547968,0.8898556000734132,0.16920555867076942,0.9003036997330885,0.0,0.9063829397667696,0.3106605534772318,0.8981819828853242,0.8875953412972633,0.0,0.01558535701340991,0.0,0.0,0.13061650992685495,0.08172757475082898,0.022330097087379087,0.0,0.031764705882351925,0.3333333333332562,0,0.0,0.0033003300330066263,0.003968253968252773,0.01986994219653161,0.5714285714285714,0.4583333333333333,0.55,0.5041263769347927,0.3771992650951328,0.4859154929577469,0.3786504287312042,0.4766355140186916,0.020066725276946244,0.4247664976344351,0.30868095062145523,0.02583808030486479,0.6593091332197527,0.29217391304347845,1.0,0.267357921531707
0.02222043161276101,0.10311150093396754,0.76901457500035,0.7970192008683479,0.5391107339072206,0.3381259171056638,0.7663598198547968,0.8898556000734132,0.16920555867076942,0.9003036997330885,0.0,0.9063829397667696,0.6715370995271616,0.8981819828853242,0.8875953412972633,0.0,0.01558535701340991,0.0,0.0,0.13061650992685495,0.08172757475082898,0.022330097087379087,0.0,0.031764705882351925,0.3333333333332562,0,0.0,0.3102310231023022,0.003968253968252773,0.01986994219653161,0.2571428571428571,0.4166666666666667,0.475,0.4332872879254773,0.2526391181141593,0.4859154929577469,0.25438051447744503,0.3831775700934579,0.020066725276946244,0.4247664976344351,0.30868095062145523,0.02583808030486479,0.6593091332197527,0.29217391304347845,1.0,0.2576374279334915
0.02222043161276101,0.2529957046549483,0.76901457500035,0.40745607079615664,0.5023535873465312,0.3381259171056638,0.7663598198547968,0.8898556000734132,0.16545672783268764,0.9003036997330885,0.0,0.9063829397667696,0.6715370995271616,0.8981819828853242,0.8875953412972633,0.0,0.01558535701340991,0.0,0.0,0.13061650992685495,0.08172757475082898,0.022330097087379087,0.0,0.0,0.3333333333332562,0,0.0,0.3102310231023022,0.003968253968252773,0.01986994219653161,0.6571428571428571,0.4166666666666667,0.75,0.14993093188821593,0.19035904462367267,0.4859154929577469,0.19224555735056545,0.2616822429906542,0.020066725276946244,0.4247664976344351,0.30868095062145523,0.02583808030486479,0.6593091332197527,0.29217391304347845,1.0,0.2496263339503213
